Date,Time,Account,AccountGroup,AccountType,CardLast4,SettlementDate,PaymentDueDays,AccountOrder,AccountGroupOrder,FromAccount,FromAccountGroup,FromAccountOrder,ToAccount,ToAccountGroup,ToAccountOrder,Category,Subcategory,Note,Description,INR,Amount,Currency,Income/Expense,Tags,recurring_rule_id,warranty_expiry,serial_no,receipt_image,created_at,updated_at,ID,SubAccount,FromSubAccount,ToSubAccount,InvestmentTransactionType,Brokerage,SecuritySymbol,SecurityISIN,Quantity,UnitPrice,TradeValue,CostBasis,CashImpact,PositionQuantityChange,RealizedPnl,TradeId,OrderId,Exchange,Segment,Source
24/11/2024,19:05,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,,,,Cash Back,,cred rewards,,3,3.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,23b5033e-a00b-4afd-b013-e0c20afe9b24,,,,,,,,,,,,,,,,,,,
24/11/2024,19:05,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Amazon Pay ICICI,Credit Cards,15,Amazon Pay ICICI,,icici bill paid,,997,997.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,71ef4993-e3d8-4df7-a8f9-b3e4faabfbb6,,,,,,,,,,,,,,,,,,,
24/11/2024,15:50,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Entertainment,,with family,"Kadapa Urus



Urus: 800

Transportation: 40+40+40+40: 160

Fruits: 150+40: 190

Others: auto: 300",1450,1450.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,e4683fab-cb58-467e-a617-4d714b3df743,,,,,,,,,,,,,,,,,,,
24/11/2024,14:30,Paytm,Digital Wallets,,,,,20,3,Paytm,Digital Wallets,20,Cash,Cash,33,Cash,,from R-Wallet,,40,40.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,e2dbebac-fcb6-469e-a486-24c87474d0fd,,,,,,,,,,,,,,,,,,,
24/11/2024,13:00,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Gift,Casual,to kids,Phuppu kids,300,300.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,9b5d62c9-3752-49c3-ba43-4f0fe029fc38,,,,,,,,,,,,,,,,,,,
24/11/2024,12:18,ICICI Credit,Credit Cards,Credit Card,4000.0,12,17,13,2,ICICI Credit,Credit Cards,13,,,,To Home,Baby,baby schooling,Bag,300,300.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,7318efff-3677-4514-9b3a-55bf5fa5cdfa,,,,,,,,,,,,,,,,,,,
24/11/2024,11:30,ICICI Credit,Credit Cards,Credit Card,4000.0,12,17,13,2,ICICI Credit,Credit Cards,13,Lend,Cash,34,Lend,,to fareeda,,1000,1000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,58d9f52a-6c0c-42fe-b649-7791e030728b,,,,,,,,,,,,,,,,,,,
23/11/2024,23:13,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,,,,To Home,Baby,baby care,"Slippers, Urus",150,150.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,65f3235e-0aaf-43c8-8675-36430ad4bd4e,,,,,,,,,,,,,,,,,,,
23/11/2024,19:30,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Gift,Casual,to kids,"Fahim kids, urus",1000,1000.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,1ba6cac6-0ae8-47ba-a6b1-23f941338407,,,,,,,,,,,,,,,,,,,
23/11/2024,18:22,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,,,,Cash Back,,cred rewards,,1,1.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,db68e6b4-f20e-4e94-938b-88c3fec06ba4,,,,,,,,,,,,,,,,,,,
23/11/2024,18:22,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Amazon Pay ICICI,Credit Cards,15,Amazon Pay ICICI,,icici bill paid,,999,999.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,e4bd71da-ada0-4649-ab56-fba7646044fe,,,,,,,,,,,,,,,,,,,
23/11/2024,17:53,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,,,,Cash Back,,cred rewards,,9,9.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,4fb34f5a-a897-4743-933b-d37f85f0952e,,,,,,,,,,,,,,,,,,,
23/11/2024,17:53,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Amazon Pay ICICI,Credit Cards,15,Amazon Pay ICICI,,icici bill paid,,991,991.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,b6a4da24-7572-448d-930a-76e406ae9cf4,,,,,,,,,,,,,,,,,,,
23/11/2024,17:30,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Digi,Digital Wallets,26,Digi,,Cupboards,"Kitchen basket 21*18"": 4000

Kitchen basket 21*20"": 4000",8000,8000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,59ae0b0a-cb0f-4e7d-a835-c9a1cfc0dd36,,,,,,,,,,,,,,,,,,,
23/11/2024,12:16,ICICI Credit,Credit Cards,Credit Card,4000.0,12,17,13,2,ICICI Credit,Credit Cards,13,Cash,Cash,33,Cash,,for adjustment,,150,150.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,eb3ef919-6793-47ce-a0bd-ae2305652a53,,,,,,,,,,,,,,,,,,,
23/11/2024,12:10,ICICI Credit,Credit Cards,Credit Card,4000.0,12,17,13,2,ICICI Credit,Credit Cards,13,Cash,Cash,33,Cash,,for adjustment,,40,40.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,6a6495e2-48ec-462f-b07d-76b6b06ce557,,,,,,,,,,,,,,,,,,,
23/11/2024,11:37,Amazon,Digital Wallets,,,,,19,3,Amazon,Digital Wallets,19,,,,To Home,House Members,recharge to mom(7/12),"With 1799: 1 year

Used 59 ACB",145,145.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-23T11:11:26.785Z,57705502-c98f-49eb-b791-7bd34297bbb7,My Amazon,My Amazon,,,,,,,,,,,,,,,,,
23/11/2024,10:37,Paytm,Digital Wallets,,,,,20,3,Paytm,Digital Wallets,20,Cash,Cash,33,Cash,,from R-Wallet,,40,40.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,a3da902a-ada5-46df-8322-51b3b9b1248f,,,,,,,,,,,,,,,,,,,
23/11/2024,10:00,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Paytm,Digital Wallets,20,Paytm,,to R-wallet,,100,100.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,84276b1e-b622-4646-850c-9d512fc57cbd,,,,,,,,,,,,,,,,,,,
23/11/2024,09:05,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,,,,Beauty,,hair cut,,200,200.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,2fcd72e3-b15e-4207-9555-b95573be94de,,,,,,,,,,,,,,,,,,,
23/11/2024,06:33,Paytm,Digital Wallets,,,,,20,3,Paytm,Digital Wallets,20,,,,Cash Back,,mobikwik cashback,Axis Credit Card,6,6.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,6bd352d6-157c-42bd-930f-1ab5dea097ec,,,,,,,,,,,,,,,,,,,
23/11/2024,06:32,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Axis FK,Credit Cards,16,Axis FK,,axis bill paid,Mobikwik,615,615.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,d7bf08d2-482c-4508-a9dc-87dcca017a5c,,,,,,,,,,,,,,,,,,,
23/11/2024,06:30,Paytm,Digital Wallets,,,,,20,3,Paytm,Digital Wallets,20,,,,Cash Back,,mobikwik cashback,Citi Credit Card,12,12.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,d28c3ddf-3e1c-417d-bb73-c5a159e5e613,,,,,,,,,,,,,,,,,,,
23/11/2024,06:29,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Citi Bank,Credit Cards,17,Citi Bank,,citi bill paid,Mobikwik,1180,1180.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,5c83eb8d-2f92-4e36-8474-a2e6606ec101,,,,,,,,,,,,,,,,,,,
22/11/2024,22:45,Paytm,Digital Wallets,,,,,20,3,Paytm,Digital Wallets,20,,,,Cash Back,,mobikwik cashback,ICICI Credit Card,40,40.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,5da6080b-95b8-4d33-a887-6fb4058db824,,,,,,,,,,,,,,,,,,,
22/11/2024,22:45,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,ICICI Credit,Credit Cards,13,ICICI Credit,,icici bill paid,Mobikwik,5494,5494.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,7f06e8a8-a5a3-419c-8d48-986deb93ba9d,,,,,,,,,,,,,,,,,,,
22/11/2024,22:42,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Amazon Pay ICICI,Credit Cards,15,Amazon Pay ICICI,,icici bill paid,,999,999.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,2e6b3fac-c9cc-437a-acd5-07441fd68e4e,,,,,,,,,,,,,,,,,,,
22/11/2024,22:42,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,,,,Cash Back,,cred rewards,,1,1.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,651e07e2-0db6-4223-a044-568726034f0d,,,,,,,,,,,,,,,,,,,
22/11/2024,22:42,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,,,,Cash Back,,cred rewards,,1,1.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,6b0c1635-3385-4517-a475-9c907d6122d2,,,,,,,,,,,,,,,,,,,
22/11/2024,22:42,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Amazon Pay ICICI,Credit Cards,15,Amazon Pay ICICI,,icici bill paid,,999,999.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,70fced9f-2082-4bb6-a08b-86b5bcb67423,,,,,,,,,,,,,,,,,,,
22/11/2024,22:32,Axis FK,Credit Cards,Credit Card,151.0,11,18,16,2,Axis FK,Credit Cards,16,,,,To Home,Home Needs,extra expenses,"Kimia dates 1kg: 399

AP Cred",399,399.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,1b2c4125-4dd3-4ac5-9432-5be5beb28de3,,,,,,,,,,,,,,,,,,,
22/11/2024,10:19,Stock,Bank Accounts,,,,,8,1,Stock,Bank Accounts,8,Lend,Cash,34,Lend,,To choti mami,"Tide 8kg: 25/07, received",600,600.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,b953aff0-177e-4702-90a6-7852a117bf71,,,,,,,,,,,,,,,,,,,
22/11/2024,09:55,ICICI Credit,Credit Cards,Credit Card,4000.0,12,17,13,2,ICICI Credit,Credit Cards,13,,,,To Home,Home Needs,home expenses,Chicken,190,190.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,024f670f-9959-4531-bd81-cefb56e73131,,,,,,,,,,,,,,,,,,,
22/11/2024,09:55,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,To Home,Home Needs,home expenses,Vegetables,185,185.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,81004a8d-8fd4-472b-8a63-d44d79198b52,,,,,,,,,,,,,,,,,,,
22/11/2024,09:55,ICICI Credit,Credit Cards,Credit Card,4000.0,12,17,13,2,ICICI Credit,Credit Cards,13,Cash,Cash,33,Cash,,to hand,,85,85.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,db42eab4-e293-41ca-a6fd-e789f1b34b7d,,,,,,,,,,,,,,,,,,,
21/11/2024,22:36,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Amazon Pay ICICI,Credit Cards,15,Amazon Pay ICICI,,icici bill paid,,999,999.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,3bf0944f-722b-45db-b153-d2d22332982d,,,,,,,,,,,,,,,,,,,
21/11/2024,22:36,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,,,,Cash Back,,cred rewards,,2,2.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,7fa31cd5-42be-4b2a-a988-2b668362fded,,,,,,,,,,,,,,,,,,,
21/11/2024,22:36,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,,,,Cash Back,,cred rewards,,1,1.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,8022b5f4-140e-4466-99af-425fa7644c6b,,,,,,,,,,,,,,,,,,,
21/11/2024,22:36,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,Amazon Pay ICICI,Credit Cards,15,Amazon Pay ICICI,,icici bill paid,,998,998.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,a457d9a0-6a54-4c44-a7e8-96c196b19386,,,,,,,,,,,,,,,,,,,
21/11/2024,18:35,Lend,Cash,,,,,34,0,Lend,Cash,34,Cash,Cash,33,Cash,,from asiya aunt,,422,422.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,6a99d754-9963-47aa-a9e7-58a7279560b9,,,,,,,,,,,,,,,,,,,
21/11/2024,13:18,ICICI Credit,Credit Cards,Credit Card,4000.0,12,17,13,2,ICICI Credit,Credit Cards,13,,,,Others,,bike petrol,Target 126,220,220.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,9a9ac743-df1c-4417-9204-75e8205c78ab,,,,,,,,,,,,,,,,,,,
21/11/2024,11:22,Axis FK,Credit Cards,Credit Card,151.0,11,18,16,2,Axis FK,Credit Cards,16,Digi,Digital Wallets,26,Digi,,Cupboards,"Flipkart 1364



Harrison telescopic channel 14""*4: 341*4: 1364 cancelled",0,0.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,30e91880-84c5-41a1-931d-70a0388cb30a,,,,,,,,,,,,,,,,,,,
21/11/2024,11:06,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,Digi,Digital Wallets,26,Digi,,Cupboards,"Amazon 

Godrej telescopic channel 14"": 335

Godrej lock 2: 385 cancelled",335,335.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,fb3f42fe-e890-447e-a4e0-5515950f7911,,,,,,,,,,,,,,,,,,,
20/11/2024,17:40,Paytm,Digital Wallets,,,,,20,3,Paytm,Digital Wallets,20,,,,Transportation,LTIMindtree Office,to office,"19~20 Nov

105+7+56+70+50+7+105",400,400.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,3de13a4d-a17c-4e63-9f11-d821842be398,,,,,,,,,,,,,,,,,,,
20/11/2024,16:25,Paytm,Digital Wallets,,,,,20,3,Paytm,Digital Wallets,20,,,,Cash Back,,mobikwik cashback,TATA Neu Credit Card,40,40.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,b4ec453b-a212-4083-bffe-d917ca2c299c,,,,,,,,,,,,,,,,,,,
20/11/2024,16:22,Canara,Bank Accounts,,6603.0,,,7,1,Canara,Bank Accounts,7,HDFC TATA Neu,Credit Cards,18,HDFC TATA Neu,,Hdfc Neu bill paid,Mobikwik,5000,5000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,20c71d12-26ee-4ff2-aa4e-61a553b17b7a,,,,,,,,,,,,,,,,,,,
20/11/2024,16:20,Paytm,Digital Wallets,,,,,20,3,Paytm,Digital Wallets,20,,,,Cash Back,,mobikwik cashback,ICICI Credit Card,40,40.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,70b74407-c235-4dfc-9d0e-0644ef688278,,,,,,,,,,,,,,,,,,,
20/11/2024,16:19,Canara,Bank Accounts,,6603.0,,,7,1,Canara,Bank Accounts,7,ICICI Credit,Credit Cards,13,ICICI Credit,,icici bill paid,Mobikwik,5494,5494.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,92dbbf52-041b-44e7-afe7-5ebb57df2c9a,,,,,,,,,,,,,,,,,,,
20/11/2024,16:14,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,,,,Cash Back,,cred rewards,,1,1.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,538d8ee8-b912-4fcd-a840-b8752a8360d0,,,,,,,,,,,,,,,,,,,
20/11/2024,16:14,Canara,Bank Accounts,,6603.0,,,7,1,Canara,Bank Accounts,7,Amazon Pay ICICI,Credit Cards,15,Amazon Pay ICICI,,icici bill paid,,999,999.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,54063bba-904d-46ca-a38b-3d47cdce62de,,,,,,,,,,,,,,,,,,,
20/11/2024,16:11,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,,,,Cash Back,,cred rewards,,4,4.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,4c4d26f9-60b6-4638-8b72-0b126b648505,,,,,,,,,,,,,,,,,,,
20/11/2024,16:11,Canara,Bank Accounts,,6603.0,,,7,1,Canara,Bank Accounts,7,Amazon Pay ICICI,Credit Cards,15,Amazon Pay ICICI,,icici bill paid,,996,996.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,cec1cbbd-fe70-4f2e-b516-ad7db454f9b3,,,,,,,,,,,,,,,,,,,
20/11/2024,13:49,Cash,Cash,,,,,33,0,Cash,Cash,33,,,,Mannat,,sadaqa,,15,15.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,747000a7-366f-48dd-913b-56928be15ee2,,,,,,,,,,,,,,,,,,,
20/11/2024,13:15,Paytm,Digital Wallets,,,,,20,3,Paytm,Digital Wallets,20,Paytm,Digital Wallets,20,Paytm,,from R-Wallet,Office,105,105.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,22a9d992-06cd-404f-a4af-36e719f54bdd,,,,,,,,,,,,,,,,,,,
20/11/2024,12:03,Cash,Cash,,,,,33,0,Cash,Cash,33,Paytm,Digital Wallets,20,Paytm,,transportation,Office,7,7.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,d2966b7e-2ddd-4016-bcf1-1385bf4edf50,,,,,,,,,,,,,,,,,,,
20/11/2024,09:36,Food Card,Bank Accounts,,,,,11,1,Food Card,Bank Accounts,11,,,,To Home,Home Needs,extra expenses,"Avocado 150g: 104: @13

Zepto",13,13.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,0bf7d21d-5e21-40c7-83f9-9188e891c511,,,,,,,,,,,,,,,,,,,
20/11/2024,09:25,Food Card,Bank Accounts,,,,,11,1,Food Card,Bank Accounts,11,Paytm,Digital Wallets,20,Paytm,,breakfast,Office,50,50.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,452e46d7-c1e5-4cf8-8556-0a1bddeece3a,,,,,,,,,,,,,,,,,,,
19/11/2024,20:55,Food Card,Bank Accounts,,,,,11,1,Food Card,Bank Accounts,11,Paytm,Digital Wallets,20,Paytm,,Dinner,Office,70,70.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,cc467545-26dc-421d-98ea-4723d194425c,,,,,,,,,,,,,,,,,,,
19/11/2024,14:00,Food Card,Bank Accounts,,,,,11,1,Food Card,Bank Accounts,11,Paytm,Digital Wallets,20,Paytm,,Lunch,Office,56,56.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,85c21e83-9678-425d-b2ff-97204a113579,,,,,,,,,,,,,,,,,,,
19/11/2024,11:20,Cash,Cash,,,,,33,0,Cash,Cash,33,Paytm,Digital Wallets,20,Paytm,,transportation,Office,7,7.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,88b97549-b7bf-4b41-98e0-1e3dbe319ced,,,,,,,,,,,,,,,,,,,
19/11/2024,10:00,Mutual Funds Tax Saver,Investments,,,,,27,4,Mutual Funds Tax Saver,Investments,27,SBI,Bank Accounts,5,SBI,,Redemption,"88963 on Nov 14. Withdrew 204113.87

LTCG 115151.19



DSP Tax Saver: 122219

Motilal Oswal Tax Saver: 45677

Mirae Asset Tax Saver: 36219



Scripbox",89000,89000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,30cac60c-7461-42cd-8a4e-4506605c5e1d,,,,,,,,,,,,,,,,,,,
19/11/2024,10:00,SBI,Bank Accounts,,5659.0,,,5,1,SBI,Bank Accounts,5,,,,Equity,Tax MF Gains,Mutual Funds Tax Saver Equity profit,"88963 on Nov 14. Withdrew 204115

LTCG 115149



DSP Tax Saver: 122219 out of 52000

Motilal Oswal Tax Saver: 45677 out of 20000

Mirae Asset Tax Saver: 36219 out of 17000



Scripbox",115112,115112.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,3c14593e-ffea-4682-abb1-28d20f0c4fe3,,,,,,,,,,,,,,,,,,,
19/11/2024,09:30,Installments,Digital Wallets,,,,,21,3,Installments,Digital Wallets,21,,,,To Home,House Members,recharge to fareeda(1/6),Vi 6 months plan 1.5GB per day,241,241.0,INR,Expense,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,36a9e801-7393-41a3-933a-baea94df5998,,,,,,,,,,,,,,,,,,,
19/11/2024,06:05,Paytm,Digital Wallets,,,,,20,3,Paytm,Digital Wallets,20,Paytm,Digital Wallets,20,Paytm,,from R-Wallet,Office,105,105.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,4ecfecc7-4720-4a05-8366-39e97eca2666,,,,,,,,,,,,,,,,,,,
19/11/2024,05:33,Canara,Bank Accounts,,6603.0,,,7,1,Canara,Bank Accounts,7,Paytm,Digital Wallets,20,Paytm,,to R-wallet,,200,200.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,625c7eb7-8d2b-4752-8cd3-5f570412c089,,,,,,,,,,,,,,,,,,,
18/11/2024,17:41,Flipkart,Digital Wallets,,,,,23,3,Flipkart,Digital Wallets,23,Digi,Digital Wallets,26,Digi,,Cupboards,"Plantex telescopic channel 18""*5: 549*5: 2745 cancelled 

Plantex telescopic channel 20""*3: 600*3: 1800 cancelled",0,0.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,f118b4fe-57b4-461e-852f-3147186c6c75,,,,,,,,,,,,,,,,,,,
18/11/2024,17:40,Axis FK,Credit Cards,Credit Card,151.0,11,18,16,2,Axis FK,Credit Cards,16,Flipkart,Digital Wallets,23,Flipkart,,in Flipkart,2595,0,0.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,f3f76ce7-2194-4db2-a53c-4f718c85187c,,,,,,,,,,,,,,,,,,,
18/11/2024,17:28,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,House Construction,Loans,2,House Construction,,Cupboards,Aluminium cupboards,21737,21737.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,25734326-a553-40ee-b7d5-25347060ffca,,,,,,,,,,,,,,,,,,,
18/11/2024,17:28,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Kotak,Bank Accounts,10,Kotak,,to chota mamu,Aluminium cupboards,78435,78435.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,4d79921a-a051-4c59-a49a-8928a086143b,,,,,,,,,,,,,,,,,,,
18/11/2024,17:28,HDFC,Bank Accounts,Savings,8281.0,,,4,1,HDFC,Bank Accounts,4,Canara,Bank Accounts,7,Canara,,transferred,,50000,50000.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,d5f8f599-b9e3-49c3-836d-7c222cb9fd4c,,,,,,,,,,,,,,,,,,,
18/11/2024,17:17,Amazon Pay ICICI,Credit Cards,Credit Card,9009.0,26,18,15,2,Amazon Pay ICICI,Credit Cards,15,EMIs,Bank Accounts,9,EMIs,,Medical Insurance,"For parents 

Care Health Policy renewal after 2 years; for 1 year",25489,25489.0,INR,Transfer-Out,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,041df29d-5f64-4af8-96df-0a3124ca4a74,,,,,,,,,,,,,,,,,,,
18/11/2024,13:50,Flipkart,Digital Wallets,,,,,23,3,Flipkart,Digital Wallets,23,,,,Cash Back,,gopaisa rewards,,200,200.0,INR,Income,,,,,,2026-08-02T10:06:56.328Z,2026-08-02T10:06:56.328Z,e5cedefb-1e61-469a-a35d-d446e2f59727,,,,,,,,,,,,,,,,,,,
